symbol,date,open,close,high,low,volume,value,trades,change,marketCap,collectedAt,__v,rsi,macd,macd_signal,bb_upper,bb_lower,bb_width,obv,atr,doji,engulfing,vwap,predicted_trend,signal
SEMLFBSLGF,2025-03-18,7.2,7.5,7.5,7.2,151165,0.436,86,4.17,9319901468.99,2025-03-18T16:09:00+08:00,0,47.02976176721959,-0.3119770471638299,-0.17485896055115982,10.478580927030679,6.181419072969321,51.58657687948809,3464417,1.2287301461315783,0,0,8.57024808794505,1,buy
SEMLFBSLGF,2025-03-19,8.9,9.4,9.4,8.9,224825,0.666,133,5.62,2367192290.02,2025-03-19T16:25:00+08:00,0,53.81901622867837,-0.17275159078589475,-0.17443748659810682,10.47858092703068,6.181419072969323,51.58657687948808,3689242,1.2766779928364653,0,0,8.577063453792054,1,buy
SEMLFBSLGF,2025-03-20,9.8,10.4,10.4,9.8,449445,2.628,184,6.12,8755018341.74,2025-03-20T16:20:00+08:00,0,56.94673257179649,0.018068941598937016,-0.13593620095869807,10.638126980572297,6.1018730194277015,54.19658257042528,4138687,1.2569152790624323,0,0,8.609738801892236,1,buy
SEMLFBSLGF,2025-03-21,9.7,10.2,10.2,9.7,317869,0.607,101,5.15,8923567135.63,2025-03-21T16:32:00+08:00,0,56.12796960617806,0.15141187789361688,-0.07846658518823509,10.853747074881216,6.046252925118783,56.89342189067968,3820818,1.2171356162722589,0,1,8.629725274752778,1,buy
SEMLFBSLGF,2025-03-22,9.7,10.4,10.4,9.7,63917,0.398,20,7.22,1146513622.95,2025-03-22T18:26:00+08:00,0,56.79691220149329,0.2701117638465025,-0.008750915381287576,11.09559612117025,6.10440387882975,58.03711909698256,3884735,1.1801973579670977,0,1,8.634051917680548,1,buy
SEMLFBSLGF,2025-03-23,8.0,8.4,8.4,8.0,415004,3.742,112,5.0,6705950681.66,2025-03-23T16:31:00+08:00,0,48.78601521549744,0.2004878937087753,0.033096846436725,11.051181811533501,6.078818188466501,58.05444977311149,3469731,1.267326118112305,0,0,8.627457370394419,1,buy
SEMLFBSLGF,2025-03-24,9.5,9.0,9.5,9.0,499561,4.305,191,-5.26,6113171746.17,2025-03-24T16:57:00+08:00,0,51.0180375722389,0.19151776304578405,0.06478102975853682,11.083276488652071,6.19672351134793,56.55732612620534,3969292,1.2553742525328546,0,0,8.638861782897136,0,sell
SEMLFBSLGF,2025-03-25,9.8,9.6,9.8,9.6,115048,0.263,196,-2.04,7377011981.38,2025-03-25T17:23:00+08:00,0,53.213930776362595,0.23017059214975433,0.09785894223678032,11.17247855692032,6.217521443079681,56.98628078022586,4084340,1.2228475202090794,0,0,8.643843814933133,0,sell
SEMLFBSLGF,2025-03-26,8.9,8.5,8.9,8.5,433158,3.985,35,-4.49,6043396534.84,2025-03-26T18:04:00+08:00,0,48.88686643881799,0.1700818332750913,0.11230352044444253,11.135042193717231,6.39495780628277,54.07968496787747,3651182,1.2140726973370022,0,0,8.643655436448643,0,sell
SEMLFBSLGF,2025-03-27,8.5,7.8,8.5,7.8,201216,1.207,56,-8.24,1575378279.63,2025-03-27T16:20:00+08:00,0,46.30639519145368,0.06522503548696257,0.10288782345294653,11.121885954921833,6.308114045078167,55.23547802459743,3449966,1.1773532189557876,0,0,8.638615987128368,0,sell
SEMLFBSLGF,2025-03-28,9.7,9.6,9.7,9.6,338784,2.066,28,-1.03,9217790134.36,2025-03-28T18:13:00+08:00,0,53.15399722117263,0.12591871202917737,0.1074940011681927,11.06521096107498,6.324789038925017,54.51894102530148,3788750,1.2289708461732314,0,0,8.652255158250101,0,sell
SEMLFBSLGF,2025-03-29,10.0,10.2,10.2,10.0,346220,1.812,81,2.0,8673816325.15,2025-03-29T16:42:00+08:00,0,55.204741125743986,0.21989901459610728,0.12997500385377564,11.114079865561873,6.3059201344381295,55.20275236651829,4134970,1.1840443571608577,0,0,8.672722064230465,1,buy
SEMLFBSLGF,2025-03-30,8.4,7.5,8.4,7.5,95359,0.136,200,-10.71,6235093935.76,2025-03-30T18:04:00+08:00,0,45.54295733299256,0.07563971872009922,0.11910794682704037,11.127651626301622,6.222348373698379,56.54528245075784,4039611,1.2923269030779392,0,0,8.669412964468997,0,sell
SEMLFBSLGF,2025-03-31,8.8,9.6,9.6,8.8,415379,3.01,70,9.09,1114317536.28,2025-03-31T16:56:00+08:00,0,52.50545248179566,0.1292754302848227,0.12114144351859685,11.218225171367603,6.261774828632397,56.709958154865056,4454990,1.350017838572372,0,0,8.6802004029918,1,buy
SEMLFBSLGF,2025-04-01,8.8,8.7,8.8,8.7,237987,1.955,123,-1.14,6328150643.72,2025-04-01T17:42:00+08:00,0,49.579795017474105,0.09802961535365107,0.1165190778856077,11.032677812093329,6.287322187906671,54.796254320862104,4217003,1.317873707245774,0,0,8.68069046449461,0,sell
SEMLFBSLGF,2025-04-02,7.6,7.2,7.6,7.2,372213,1.618,137,-5.26,8709720383.78,2025-04-02T17:47:00+08:00,0,45.072045522659764,-0.04722599025172336,0.08377006425814149,11.032677812093329,6.287322187906671,54.796254320862104,3844790,1.3308827281567903,0,0,8.66153080566837,0,sell
SEMLFBSLGF,2025-04-03,9.5,9.5,9.5,9.5,471666,4.319,92,0.0,7061243219.29,2025-04-03T16:15:00+08:00,0,52.242086697022565,0.02298373174123647,0.07161279775476048,11.055924921700402,6.514075078299598,51.70005513262156,4316456,1.4001053904313052,1,0,8.676372346786952,0,sell
SEMLFBSLGF,2025-04-04,7.3,6.4,7.3,6.4,94841,0.823,51,-12.33,5079794574.32,2025-04-04T18:42:00+08:00,0,43.920372769097845,-0.16956402147500604,0.02337743390880718,11.099034134571664,6.4409658654283355,53.113663274154256,4221615,1.5215264339719263,0,0,8.669362973162118,0,sell
SEMLFBSLGF,2025-04-05,8.4,8.2,8.4,8.2,313089,2.357,163,-2.38,4457413545.56,2025-04-05T17:38:00+08:00,0,49.00027757120228,-0.17489842617177764,-0.01627773810730979,11.097412350014555,6.462587649985444,52.78843621901037,4534704,1.555703117259646,0,0,8.664702772735293,0,sell
SEMLFBSLGF,2025-04-06,8.4,8.7,8.7,8.4,352764,2.574,122,3.57,7882910395.4,2025-04-06T18:30:00+08:00,0,50.34579301926551,-0.13719861872711903,-0.040461914231271635,11.082676971835216,6.597323028164783,50.73929800532164,4887468,1.4802957517411,0,0,8.663869973847886,1,buy
SEMLFBSLGF,2025-04-07,9.6,9.3,9.6,9.3,131688,0.527,48,-3.12,1686078628.93,2025-04-07T17:51:00+08:00,0,51.9829206769635,-0.05823496766674907,-0.04401652491836713,11.093423213335749,6.766576786664251,48.45292751031913,5019156,1.4388460551881646,0,0,8.667390049528237,0,sell
SEMLFBSLGF,2025-04-08,8.5,7.7,8.5,7.7,122790,0.822,142,-9.41,5040816680.67,2025-04-08T16:31:00+08:00,0,47.48665949722232,-0.12334054056626798,-0.059881328047947296,11.060829415817015,6.629170584182983,50.10354812474881,4896366,1.4503570512461528,0,0,8.664279559852625,0,sell
SEMLFBSLGF,2025-04-09,7.7,7.6,7.7,7.6,429973,2.853,139,-1.3,7693919648.89,2025-04-09T18:52:00+08:00,0,47.211802916114266,-0.180920798073684,-0.08408922205309464,10.863216856573962,6.546783143426042,49.58568309187729,4466393,1.353902976157142,0,0,8.64849989968009,0,sell
SEMLFBSLGF,2025-04-10,8.1,9.0,9.0,8.1,396109,3.736,130,11.11,4126962984.96,2025-04-10T16:03:00+08:00,0,51.448701682141035,-0.11229084827950864,-0.08972954729837745,10.697778604720924,6.592221395279076,47.49054030586291,4862502,1.3571956207173461,0,0,8.649215980806074,1,buy
SEMLFBSLGF,2025-04-11,9.7,10.0,10.0,9.7,444959,3.868,162,3.09,5586973519.42,2025-04-11T17:09:00+08:00,0,54.271959242349496,0.022530802964126906,-0.06727747724587659,10.615854088073755,6.634145911926245,46.16473247707258,5307461,1.3316816478089641,0,0,8.668451807189838,1,buy
SEMLFBSLGF,2025-04-12,9.3,8.8,9.3,8.8,70575,0.53,113,-5.38,8507210124.97,2025-04-12T16:27:00+08:00,0,50.47860886254927,0.03217704478789685,-0.0473865728391219,10.634447159388754,6.655552840611245,46.02538251911521,5236886,1.3222758158226093,0,0,8.669177462913996,0,sell
SEMLFBSLGF,2025-04-13,9.5,10.1,10.1,9.5,359934,2.348,162,6.32,4789730846.97,2025-04-13T18:36:00+08:00,0,54.212337266996066,0.1430716553929834,-0.009294927192700843,10.78422647521808,6.615773524781919,47.91325230386392,5596820,1.3206846861209942,0,0,8.68426479071525,1,buy
SEMLFBSLGF,2025-04-14,7.3,7.8,7.8,7.3,494993,1.168,60,6.85,4149249457.59,2025-04-14T16:30:00+08:00,0,47.40272529386193,0.04484866762895656,0.0015337917716306375,10.686439259886978,6.53356074011302,48.233199997374655,5101827,1.4263500656837802,0,0,8.666842415270569,1,buy
SEMLFBSLGF,2025-04-15,7.9,7.4,7.9,7.4,55178,0.508,136,-6.33,9920539629.56,2025-04-15T18:07:00+08:00,0,46.3131790550361,-0.06452659250102322,-0.011678285082900135,10.697405190434337,6.412594809565663,50.08545155895586,5046649,1.3601822038492244,0,0,8.664813050533033,0,sell
SEMLFBSLGF,2025-04-16,7.9,8.4,8.4,7.9,423480,3.881,194,6.33,2331050103.62,2025-04-16T16:40:00+08:00,0,49.441838683305974,-0.06971203456865993,-0.023285034980052095,10.70091587734484,6.46908412265516,49.29332271042143,5470129,1.3344549035742796,0,0,8.658789947786683,1,buy
SEMLFBSLGF,2025-04-17,9.9,9.8,9.9,9.8,346838,2.584,152,-1.01,7102344267.4,2025-04-17T16:45:00+08:00,0,53.525226520135206,0.038700647966026125,-0.01088789839083645,10.731796667912038,6.4582033320879635,49.72185381994269,5816967,1.346279553318974,0,0,8.672066511177777,0,sell
SEMLFBSLGF,2025-04-18,8.4,8.4,8.4,8.4,52681,0.198,177,0.0,8079729182.96,2025-04-18T18:18:00+08:00,0,49.24219340297592,0.011517414647434165,-0.006406835783182326,10.511464552390594,6.498535447609404,47.183175835169784,5764286,1.3501167280819044,1,0,8.67160020192249,0,sell
SEMLFBSLGF,2025-04-19,8.2,8.8,8.8,8.2,250567,1.55,101,7.32,4387183188.99,2025-04-19T17:40:00+08:00,0,50.46188226664378,0.021997588946003788,-0.0007259508373451034,10.525607322547138,6.614392677452862,45.638443933422124,6014853,1.29653696179034,0,1,8.671021230664499,1,buy
SEMLFBSLGF,2025-04-20,7.7,7.4,7.7,7.4,396512,3.024,135,-3.9,9479224626.22,2025-04-20T18:55:00+08:00,0,46.27097907658068,-0.08172304473968772,-0.016925369617813626,10.418979326077737,6.501020673922261,46.311567992381526,5618341,1.3039271788053155,0,0,8.656226127478895,0,sell
SEMLFBSLGF,2025-04-21,9.2,8.9,9.2,8.9,499481,1.823,162,-3.26,7973805227.09,2025-04-21T16:18:00+08:00,0,50.96947281456675,-0.04239621307189978,-0.022019538308630855,10.435807722031836,6.504192277968166,46.418128029087015,6117822,1.3393609517477927,0,0,8.661611691784353,0,sell
SEMLFBSLGF,2025-04-22,7.5,8.1,8.1,7.5,391121,1.799,151,8.0,2213540337.2,2025-04-22T16:15:00+08:00,0,48.53188485778475,-0.07491910890970743,-0.032599452428846175,10.402087703314287,6.627912296685714,44.32384505729387,5726701,1.343692312337236,0,0,8.652381964097849,1,buy
SEMLFBSLGF,2025-04-23,8.2,8.7,8.7,8.2,74017,0.398,180,6.1,8395979897.54,2025-04-23T16:55:00+08:00,0,50.44602867888009,-0.051682983324974785,-0.0364161586080719,10.310074930350254,6.639925069649745,43.3056030761122,5800718,1.290571432884576,0,0,8.652109565308496,1,buy
SEMLFBSLGF,2025-04-24,9.2,9.3,9.3,9.2,175334,0.845,92,1.09,9509838149.97,2025-04-24T16:09:00+08:00,0,52.354319323034154,0.014974186102664433,-0.026138089665924635,10.219499921850572,7.020500078149428,37.11136709630098,5976052,1.2412449019642493,0,0,8.655422631134451,1,buy
SEMLFBSLGF,2025-04-25,8.9,8.1,8.9,8.1,495276,0.814,71,-8.99,1358559796.19,2025-04-25T16:34:00+08:00,0,48.34447439240633,-0.0286986775777045,-0.02665020724828061,10.220334856034711,7.0096651439652895,37.268365781421025,5480776,1.2382988375382316,0,0,8.651091351222139,0,sell
SEMLFBSLGF,2025-04-26,9.5,9.9,9.9,9.5,272967,1.499,26,4.21,7963019912.31,2025-04-26T16:57:00+08:00,0,54.03180475428625,0.08100148538015794,-0.005119868722592898,10.375441119239355,6.974558880760648,39.20325346949518,5753743,1.2784203491426438,0,0,8.660238199846939,1,buy
SEMLFBSLGF,2025-04-27,8.4,7.9,8.4,7.9,317291,1.214,75,-5.95,7485895811.07,2025-04-27T18:15:00+08:00,0,47.742034692701544,0.006481653106343188,-0.002799564356805681,10.312014938423207,6.897985061576793,39.6749549894993,5436452,1.329961752775312,0,0,8.654634513997271,0,sell
SEMLFBSLGF,2025-04-28,9.7,9.0,9.7,9.0,487226,3.282,88,-7.22,4957656273.04,2025-04-28T18:40:00+08:00,0,51.11279503641304,0.03577259188775628,0.004914866892106712,10.33264848960927,7.0073515103907305,38.35405973723805,5923678,1.363535913291361,0,0,8.66290393902907,0,sell
SEMLFBSLGF,2025-04-29,7.6,8.1,8.1,7.6,139025,1.153,62,6.58,2232059382.88,2025-04-29T17:17:00+08:00,0,48.364061434669416,-0.013481203561424238,0.0012356528014005222,10.306800235761237,7.083199764238761,37.07418598645747,5784653,1.3661404909134067,0,0,8.659941255284286,1,buy
SEMLFBSLGF,2025-04-30,9.2,8.9,9.2,8.9,193558,1.135,189,-3.26,1207506772.55,2025-04-30T16:50:00+08:00,0,50.89211577741151,0.011900936226954428,0.0033687094865113036,10.298601877407826,7.081398122592173,37.02190742020314,5978211,1.3471304558481632,0,0,8.66185305177973,0,sell
SEMLFBSLGF,2025-05-01,7.1,7.3,7.3,7.1,376936,3.054,190,2.82,4600796589.87,2025-05-01T16:44:00+08:00,0,46.037440564893615,-0.09598372275624634,-0.016501776962040228,10.154343615362249,6.955656384637751,37.389681247510204,5601275,1.3794782804304373,0,0,8.646382652398605,1,buy
SEMLFBSLGF,2025-05-02,9.2,8.8,9.2,8.8,152911,0.955,183,-4.35,6959421023.93,2025-05-02T17:29:00+08:00,0,50.77795313881803,-0.0597567892216464,-0.025152779413961462,10.15434361536225,6.955656384637753,37.3896812475102,5754186,1.4166584032568346,0,0,8.647637785748053,0,sell
